Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Description,Website
000537,ADMI,831R,MARKETING MEAN'G/MANAGEMNT/BRANDS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
000547,ADMI,840,FINANCE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
000586,ADMI,850,BUSINESS POLICY & STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
000605,ADMI,851,BUSINESS POLICY & STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
000627,ADMI,852,BUSINESS POLICY/STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
000649,ADMI,853,BUSINESS POLICY AND STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
000650,ADMI,860,ACCOUNTANCY & CONTROL,3.00,LEC,Lecture,,GRAD,,Check academic program site,
000676,ADMI,870,RESEARCH METHODOLOGY IN MANA,3.00,SEM,Seminar,,GRAD,,Check academic program site,
000677,ADMI,880,PEDAGOGICAL METHODS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
000679,ADMI,889,COMPREHENSIVE EXAMINATIONS,6.00,LEC,Lecture,,GRAD,,Check academic program site,
000680,ADMI,890,THESIS,60.00,LEC,Lecture,,GRAD,,Check academic program site,
046452,ADMI,800,BUSINESS ECONOMICS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046453,ADMI,821,DESC & M.I.S.,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046454,ADMI,822,DESC & M.I.S.,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046455,ADMI,832,MARKETING,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046456,ADMI,841,FINANCE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046457,ADMI,861,ACCOUNTANCY & CONTROL,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048415,ADMI,855,BUSINESS POLICY/STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048416,ADMI,856,BUSINESS POLICY/STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048417,ADMI,812,ORGANIZATIONAL BEHAVIOUR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048418,ADMI,813,ORGANIZATIONAL BEHAVIOUR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048419,ADMI,815,ORGANIZATIONAL BEHAVIOUR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048909,ADMI,814,ORGANIZATIONAL BEHAVIOUR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048910,ADMI,812,ORGANIZATIONAL BEHAVIOUR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048911,ADMI,858,BUSINESS POLICY AND STRATEGY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
050138,ADMI,833,READING COURSE,3.00,REA,Reading,,GRAD,,Check academic program site,
000705,AERO,417,STNDRDS/REGUL N/CERTIF N,3.00,LEC,Lecture,PREREQ  ENGR201,UGRD,AERO 417 = ENGR 417,Check academic program site,
000706,AERO,431,PRINCIPLES OF AEROELASTICITY,3.00,LEC,Lecture,"Prerequisite: ENGR 243, 361; MECH 375",UGRD,AERO 431 = MECH 431,Check academic program site,
000707,AERO,462,TURBOMACHINERY+PROPULSION,3.00,LEC,Lecture,"   Course Prerequisite: MECH351, MECH361",UGRD,AERO 462 = MECH 462,Check academic program site,
000707,AERO,462,TURBOMACHINERY+PROPULSION,3.00,TUT,Tutorial,"   Course Prerequisite: MECH351, MECH361",UGRD,AERO 462 = MECH 462,Check academic program site,
000708,AERO,464,AERODYNAMICS,3.00,LEC,Lecture,   Course Prerequisite: MECH361,UGRD,AERO 464 = MECH 464,Check academic program site,
000708,AERO,464,AERODYNAMICS,3.00,TUT,Tutorial,   Course Prerequisite: MECH361,UGRD,AERO 464 = MECH 464,Check academic program site,
000709,AERO,465,GAS TURBINE DESIGN,3.50,LAB,Laboratory,   Course Prerequisite: AERO462,UGRD,AERO 465 = MECH 465,"Laboratory: 2 hours per week, alternate weeks",
000709,AERO,465,GAS TURBINE DESIGN,3.50,LEC,Lecture,   Course Prerequisite: AERO462,UGRD,AERO 465 = MECH 465,"Laboratory: 2 hours per week, alternate weeks",
000710,AERO,480,FLIGHT CONTROL SYSTEMS,3.50,LAB,Laboratory,"  You must complete 1 of the following rules   Course Prerequisite: AERO371, ELEC372, MECH371, SOEN385",UGRD,ELEC 415 = MECH 480 = AERO 480,"Laboratory: 2 hours per week, alternate weeks",
000710,AERO,480,FLIGHT CONTROL SYSTEMS,3.50,LEC,Lecture,"  You must complete 1 of the following rules   Course Prerequisite: AERO371, ELEC372, MECH371, SOEN385",UGRD,ELEC 415 = MECH 480 = AERO 480,"Laboratory: 2 hours per week, alternate weeks",
000711,AERO,482,AVIONIC NAVIGATION SYSTEMS,3.00,LEC,Lecture,Course Prerequisite: AERO 371 or ELEC372 or MECH370 or SOEN385; ENGR371 or COMP233,UGRD,ELEC 416 = MECH 482 = AERO 482,Laboratory: 1 hour per week,
000712,AERO,483,INTEGR. OF AVIONIC SYSTEMS,3.00,LEC,Lecture,   Course Prerequisite: AERO482,UGRD,AERO 483 = ENGR 418,Check academic program site,
000713,AERO,486,AIRCRAFT STRESS ANALYSIS,3.00,LEC,Lecture,"   Course Prerequisite: ENGR243, ENGR244",UGRD,AERO 486 = MECH 486,Check academic program site,
000714,AERO,487,DESIGN OF AIRCRAFT STRUCTURE,3.00,LEC,Lecture,   Course Prerequisite: AERO486,UGRD,AERO 487 = MECH 487,Check academic program site,
025371,AERO,485,INTRO. TO SPACE SYSTEMS,3.00,LEC,Lecture,"   Course Prerequisite: MECH351, MECH361",UGRD,AERO 485 = MECH 485,Check academic program site,
047199,AERO,201,Introduction to Flight and Aerospace System,4.00,LAB,Laboratory,Course Prerequisite:Course Co-requisite: ENGR213,UGRD,,"Laboratory: 4 hours per week, alternate weeks",
047199,AERO,201,Introduction to Flight and Aerospace System,4.00,LEC,Lecture,Course Prerequisite:Course Co-requisite: ENGR213,UGRD,,"Laboratory: 4 hours per week, alternate weeks",
047200,AERO,371,Modelling and Control Systems,3.50,LAB,Laboratory,"Prerequisite: PHYS 205; ENGR 213, 243; ENGR 311 or ELEC 342 or ELEC 364 previously or concurrently.",UGRD,,"Laboratory: 2 hours per week, alternate weeks",
047200,AERO,371,Modelling and Control Systems,3.50,LEC,Lecture,"Prerequisite: PHYS 205; ENGR 213, 243; ENGR 311 or ELEC 342 or ELEC 364 previously or concurrently.",UGRD,,"Laboratory: 2 hours per week, alternate weeks",
047200,AERO,371,Modelling and Control Systems,3.50,TUT,Tutorial,"Prerequisite: PHYS 205; ENGR 213, 243; ENGR 311 or ELEC 342 or ELEC 364 previously or concurrently.",UGRD,,"Laboratory: 2 hours per week, alternate weeks",
047218,AERO,485,Introduction to Space Systems,3.00,LEC,Lecture,"Prerequisite: MECH 351, 361",UGRD,AERO 485 = MECH 485,Check academic program site,
048354,AERO,390,AEROSPACE ENGINEERING DESIGN PROJECT,3.00,LEC,Lecture,Prerequisite: AERO 290; AERO 371; ENCS 282,UGRD,,"Team-based project, design, implement, alternate weeks",
048354,AERO,390,AEROSPACE ENGINEERING DESIGN PROJECT,3.00,TUT,Tutorial,Prerequisite: AERO 290; AERO 371; ENCS 282,UGRD,,"Team-based project, design, implement, alternate weeks",
048356,AERO,446,AEROSPACE VEHICLE PERFORMANCE,3.00,LEC,Lecture,Prerequisite: MECH 361,UGRD,,Check academic program site,
048356,AERO,446,AEROSPACE VEHICLE PERFORMANCE,3.00,TUT,Tutorial,Prerequisite: MECH 361,UGRD,,Check academic program site,
048357,AERO,455,COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS,3.75,LAB,Laboratory,"Prerequisite: ENGR 311, 391; MECH 361",UGRD,,"Laboratory: 3 hours per week, alternate weeks",
048357,AERO,455,COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS,3.75,LEC,Lecture,"Prerequisite: ENGR 311, 391; MECH 361",UGRD,,"Laboratory: 3 hours per week, alternate weeks",
048358,AERO,481,MATERIALS ENGINEERING FOR AEROSPACE,3.50,LAB,Laboratory,Prerequisite: MECH 221,UGRD,,"Laboratory: 2 hours per week, alternate weeks",
048358,AERO,481,MATERIALS ENGINEERING FOR AEROSPACE,3.50,LEC,Lecture,Prerequisite: MECH 221,UGRD,,"Laboratory: 2 hours per week, alternate weeks",
048359,AERO,490,CAPSTONE AEROSPACE ENGINEERING DESIGN PROJECT,4.00,LEC,Lecture,Prerequisite: 75 credits in the program; AERO 390; ENGR 301,UGRD,,"supervised design, simulation or experimental capstone design project",
049313,AERO,290,INTRODUCTION TO AIRCRAFT DESIGN,3.00,LEC,Lecture,Prerequisite: AERO 201; ENCS 282 previously or concurrently.,UGRD,,Check academic program site,
049313,AERO,290,INTRODUCTION TO AIRCRAFT DESIGN,3.00,TUT,Tutorial,Prerequisite: AERO 201; ENCS 282 previously or concurrently.,UGRD,,Check academic program site,
049708,AERO,472,Aircraft Pneumatic and Electrical Power Systems,3.50,LAB,Laboratory,Prerequisite: AERO 201; ENGR 361,UGRD,,Check academic program site,
049708,AERO,472,Aircraft Pneumatic and Electrical Power Systems,3.50,LEC,Lecture,Prerequisite: AERO 201; ENGR 361,UGRD,,Check academic program site,
049711,AERO,471,Aircraft Hydro?Mechanical and Fuel Systems,3.50,LAB,Laboratory,Prerequisite: AERO 201 or permission of the Department,UGRD,,Check academic program site,
049711,AERO,471,Aircraft Hydro?Mechanical and Fuel Systems,3.50,LEC,Lecture,Prerequisite: AERO 201 or permission of the Department,UGRD,,Check academic program site,
000715,AHSC,215,Historical Foundations of Leisure and Recreation,3.00,LEC,Lecture,   Never Taken: AHSC431; Never Taken/Not Registered: HIST215,UGRD,AHSC 215 = AHSC 321,Check academic program site,
000716,AHSC,220,LIFESPAN GROWTH&DEVELOP.,3.00,LEC,Lecture,"Students who have received credit for PSYC230 may not take this course for credit.  
Students registered in a Psychology program may not take this course for credit.",UGRD,,Check academic program site,
000717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,3.00,LEC,Lecture,,UGRD,AHSC 225 = APSS 415,"Enables students to create clear personal visions, set relevant learning goals, create, organize related activities, & assess their progress",
000717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,3.00,LEC,Lecture,,UGRD,,"Enables students to create clear personal visions, set relevant learning goals, create, organize related activities, & assess their progress",
000718,AHSC,230,Interpersonal Communication and Relationships,3.00,LEC,Lecture,"Student must not have taken the following courses: AHSC232, AHSC311, AHSC312, AHSC313, AHSC315, AHSC361, AHSC460",UGRD,,Check academic program site,
000719,AHSC,232,WORKING IN TASK GROUPS,3.00,LEC,Lecture,Prerequisite: AHSC230.,UGRD,AHSC 232 = APSS 240,Opportunities to integrate the theory they learn with their experiences in a task group,
000720,AHSC,241,RECREATION AND LEISURE IN CONTEMPORARY SOCIETY,3.00,LEC,Lecture,"Students must not have taken the following courses: AHSC242; Never Taken:AHSC285, AHSC323, AHSC333, AHSC340, AHSC350, AHSC361,AHSC371, AHSC381, AHSC421, AHSC422, AHSC444",UGRD,AHSC 241= LESR 241= LEIS C241,Check academic program site,
000721,AHSC,242,RECREATION/LEISURE IN CANADA,3.00,LEC,Lecture,   Never Taken/Not Registered: AHSC241,UGRD,,Check academic program site,
000726,AHSC,260,"PROGRAM PLANNING, DESIGN AND EVALUATION",3.00,LEC,Lecture,"Student must not have taken the following courses: AHSC330, AHSC350, AHSC355, AHSC371, AHSC380, AHSC381, AHSC382, AHSC422, AHSC444",UGRD,AHSC 260 = LESR 261,Opportunities to integrate the theory they learn with their experiences in a task group,
000727,AHSC,270,Introduction to Human Relations Theory and Research,3.00,LEC,Lecture,"Students must not have taken the following courses: AHSC370, AHSC375, AHSC423, AHSC443",UGRD,AHSC 270 = APSS 250,Check academic program site,
000728,AHSC,281,INTRODUCTION TO THERAPEUTIC RECREATION,3.00,LEC,Lecture,"Students must not have taken the following courses: AHSC381, AHSC383, AHSC384, AHSC450",UGRD,AHSC 281 = LESR 281,Check academic program site,
000729,AHSC,285,Social Psychology of Leisure,3.00,LEC,Lecture,   Never Taken/Not Registered: PSYC286; Course Corequisite: AHSC241,UGRD,AHSC 285 = AHSC 385,Check academic program site,
000737,AHSC,310,TOURISM IN CANADA,3.00,LEC,Lecture,,UGRD,AHSC 310 = LESR 210,Check academic program site,
000738,AHSC,311,RESPECTING DIVERSITY IN HUMAN RELATIONS,3.00,LEC,Lecture,Prerequisite: 24 university credits including AHSC 230.,UGRD,,Check academic program site,
000739,AHSC,312,SEXUALITY IN HUMAN RELATIONS,3.00,LEC,Lecture,"Prerequisite: 24 university credits including AHSC 220, 230; or enrolment in the Major or Minor in Interdisciplinary Studies in Sexuality.",UGRD,"AHSC 312, 253 = APSS 353, 453",Check academic program site,
000740,AHSC,313,FAMILY COMMUNICATION,3.00,LEC,Lecture,"Prerequisite: AHSC 220, AHSC 230.
NOTE: Students who have received credit for AHSC 254 may not take this course for credit.
Never Taken: AHSC320, AHSC355, AHSC465",UGRD,,Check academic program site,
000741,AHSC,314,ADOLESCENCE: ISSUES AND INTERVENTION,3.00,LEC,Lecture,Prerequisite: AHSC 220. Never Taken: AHSC402,UGRD,,Check academic program site,
000742,AHSC,315,INTERVIEWING,3.00,LEC,Lecture,"Prerequisite: AHSC 230.
NOTE: Students who have received credit for AHSC 256 may not take this course for credit.",UGRD,,Check academic program site,
000743,AHSC,316,ADULTHOOD: PATTERNS AND TRANSITIONS,3.00,LEC,Lecture,Prerequisite: AHSC 220.,UGRD,,Check academic program site,
000744,AHSC,319,OLDER ADULTHOOD: ISSUES AND INTERVENTION,3.00,LEC,Lecture,Prerequisite: AHSC 220.,UGRD,,Check academic program site,
000745,AHSC,320,Family and Youth Legislation,3.00,LEC,Lecture,Prerequisite: AHSC 220.,UGRD,,Check academic program site,
000746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,3.00,LEC,Lecture,"Prerequisite: AHSC220.
NOTE: Students who have received credit for AHSC 402 or for this topic under an AHSC 398 number may not take this course for credit.",UGRD,AHSC322 = AHSC398C,Simulations,
000746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,3.00,LEC,Lecture,"Prerequisite: AHSC220.
NOTE: Students who have received credit for AHSC 402 or for this topic under an AHSC 398 number may not take this course for credit.",UGRD,,Simulations,
000747,AHSC,323,GENDER AND LEISURE,3.00,LEC,Lecture,Prerequisite: 30 university credits including AHSC 241 or 242.,UGRD,,Check academic program site,
000748,AHSC,330,Leadership and Facilitation in Small Groups,6.00,LEC,Lecture,"Prerequisite: AHSC 232, 260.

Never Taken: AHSC423, AHSC435, AHSC439, AHSC443, AHSC470",UGRD,AHSC 330 = APSS 331,Check academic program site,
000748,AHSC,330,Leadership and Facilitation in Small Groups,6.00,LEC,Lecture,"Prerequisite: AHSC 232, 260.

Never Taken: AHSC423, AHSC435, AHSC439, AHSC443, AHSC470",UGRD,,Check academic program site,
000749,AHSC,333,LEISURE AND THE ENVIRONMENT,3.00,LEC,Lecture,Prerequisite: 30 university credits including AHSC 241 or 242.,UGRD,,Check academic program site,
000750,AHSC,335,Power and Conflict Resolution in Human Systems,3.00,LEC,Lecture,Prerequisite: 24 university credits.,UGRD,,Check academic program site,
000752,AHSC,350,LEISURE EDUCATION,3.00,LEC,Lecture,"Prerequisite: AHSC 241, 260.

Never Taken: AHSC450",UGRD,,The development and implementation of leisure education with children in the BASE after school program,
000754,AHSC,355,FOUNDATIONS OF FAMILY LIFE EDUCATION,3.00,LEC,Lecture,Prerequisite: AHSC232; AHSC260 and AHSC313 previously or concurrently.,UGRD,AHSC 355 = APSS 455,Check academic program site,
000755,AHSC,360,"PLAY, ADULT LEARNING AND DEVELOPMENT",3.00,LEC,Lecture,Prerequisite: 30 university credits including AHSC 220.,UGRD,AHSC 360 = LESR 360,Design and implement play based simulations appropriate for various levels according to life stage development. Moot programs in class with peer groups,
000756,AHSC,361,LEISURE SERVICES LEADERSHIP,3.00,LEC,Lecture,"Prerequisite: AHSC 230, 241. Never Taken: AHSC431, AHSC432, AHSC437, AHSC438, AHSC427",UGRD,AHSC 361 = LESR 361,Experiential learning through simulation with peers and off campus retreat,
000756,AHSC,361,LEISURE SERVICES LEADERSHIP,3.00,LEC,Lecture,"Prerequisite: AHSC 230, 241. Never Taken: AHSC431, AHSC432, AHSC437, AHSC438, AHSC427",UGRD,,Experiential learning through simulation with peers and off campus retreat,
000757,AHSC,370,Organizational Development and Change: Models and Methods,3.00,LEC,Lecture,Prerequisite: AHSC270 and AHSC332,UGRD,,Check academic program site,
000758,AHSC,371,COMMUNITY RECREATION PLANNING,3.00,LEC,Lecture,"Prerequisite: AHSC 241, 260. 

Never Taken: AHSC427, AHSC437, AHSC431",UGRD,AHSC 371 = LESR 371,"Practical experience, field experience, project planning ",
000760,AHSC,380,QUANTITATIVE RESEARCH METHODS FOR PRACTITIONERS,3.00,LEC,Lecture,Prerequisite: 24 university credits including AHSC260.,UGRD,,Check academic program site,
000761,AHSC,381,Concepts in Therapeutic Recreation Programming,3.00,LAB,Laboratory,"Prerequisite: AHSC 241, 260, 281. Never Taken: AHSC427, AHSC432, AHSC438",UGRD,AHSC 381 = LESR 381,Check academic program site,
000761,AHSC,381,Concepts in Therapeutic Recreation Programming,3.00,LEC,Lecture,"Prerequisite: AHSC 241, 260, 281. Never Taken: AHSC427, AHSC432, AHSC438",UGRD,AHSC 381 = LESR 381,Check academic program site,
000762,AHSC,382,QUALITATIVE RESEARCH METHODS FOR PRACTITIONERS,3.00,LEC,Lecture,Prerequisite: 24 university credits including AHSC260.,UGRD,,Check academic program site,
000763,AHSC,383,Therapeutic Recreation and Physical Disabilities,3.00,LAB,Laboratory,"Prerequisite: AHSC 220, 281. Never Taken: AHSC432, AHSC438",UGRD,,Check academic program site,
000763,AHSC,383,Therapeutic Recreation and Physical Disabilities,3.00,LEC,Lecture,"Prerequisite: AHSC 220, 281. Never Taken: AHSC432, AHSC438",UGRD,,Check academic program site,
000764,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,3.00,LAB,Laboratory,"Prerequisite: AHSC 220, 281. Never Taken: AHSC432, AHSC438.",UGRD,,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component â a method of informal education involving students as âreadersâ who engage in conversations with âliving booksâ (individuals with mental illness),
000764,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,3.00,LEC,Lecture,"Prerequisite: AHSC 220, 281. Never Taken: AHSC432, AHSC438.",UGRD,,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component â a method of informal education involving students as âreadersâ who engage in conversations with âliving booksâ (individuals with mental illness),
000784,AHSC,422,YOUTH AND LEISURE,3.00,LEC,Lecture,"Prerequisite: 30 university credits including AHSC 220, 241, 260.",UGRD,,Laboratory,
